gene,pathway,database,cluster,theme
CYC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACAA1,OXPHOS,Hallmark,C3,Other
RBP1,Organic Anion Transport,GO:BP,C3,Intracellular Transport & Signaling
COX6C,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
FDX1,OXPHOS,Hallmark,C3,Other
COX8A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
GAA,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
DLAT,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX5B,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HSPD1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
PDHB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PYGB,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
ACADM,OXPHOS,Hallmark,C3,Other
PABPC1,Peroxisome,Hallmark,C3,Other
SLC25A4,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SLC25A6,OXPHOS,Hallmark,C3,Other
BCKDHA,OXPHOS,Hallmark,C3,Other
COX4I1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ETFA,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
FDPS,Peroxisome,Hallmark,C3,Other
COX7A2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SLC2A4,Organic Anion Transport,GO:BP,C3,Intracellular Transport & Signaling
COX6B1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
UQCRB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
FABP4,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
GLUL,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
COX7C,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACADS,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
CD36,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
TMEM11,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
GOT1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFB7,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5PF,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HK1,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
NDUFV2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX5A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MAOA,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
ACO1,Cellular Respiration,GO:BP,C3,Other
VDAC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SDHB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MMUT,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
UQCRC2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ME2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
GCSH,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
CPT2,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
GPT,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX7A1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX7B,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5PB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACAT1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5F1A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
IVD,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
MAOB,OXPHOS,Hallmark,C3,Other
NDUFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ALDH4A1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
ERP29,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
PRDX3,OXPHOS,Hallmark,C3,Other
ATP5F1D,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ECHS1,OXPHOS,Hallmark,C3,Other
PPIF,Cellular Respiration,GO:BP,C3,Other
TSPO,Peroxisome,Hallmark,C3,Other
SDHA,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
UQCRC1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HIBADH,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
ACSL1,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
SHMT2,Cellular Respiration,GO:BP,C3,Other
SPR,Metabolism Of Vitamins And Cofactors,Reactome,C3,Metabolic & Redox Regulation
HMGCL,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
ATP5F1C,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
LONP1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
DLST,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ETFB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HSPA9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MDH2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HADHA,OXPHOS,Hallmark,C3,Other
ECI1,OXPHOS,Hallmark,C3,Other
LRPPRC,OXPHOS,Hallmark,C3,Other
ACAA2,OXPHOS,Hallmark,C3,Other
CRAT,Protein Localization,Reactome,C3,Other
NAMPT,Purine Containing Compound Biosynthetic Process,GO:BP,C3,Other
TSFM,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
ASPA,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
VDAC2,OXPHOS,Hallmark,C3,Other
ACADSB,OXPHOS,Hallmark,C3,Other
PHKA2,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
MTIF2,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
QARS1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
UQCRFS1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5PO,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
IDH2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MRPL19,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
TUFM,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
ALDH7A1,Amino Acid Betaine Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
ACADVL,OXPHOS,Hallmark,C3,Other
ACOT2,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFV1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
IDH3A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
CPT1A,OXPHOS,Hallmark,C3,Other
ATP1A2,Proton Transmembrane Transport,GO:BP,C3,Intracellular Transport & Signaling
IDH3G,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
GALK1,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
ALDH5A1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
SUOX,Sulfur Compound Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
NDUFA8,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MRPL12,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
NUBP1,Metallo Sulfur Cluster Assembly,GO:BP,C3,Other
SUCLG1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HCCS,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SLC16A1,Proton Transmembrane Transport,GO:BP,C3,Intracellular Transport & Signaling
AK2,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
HADHB,OXPHOS,Hallmark,C3,Other
OXCT1,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
ATP5MF,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFV3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5F1E,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5ME,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFA6,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
TIMM10,OXPHOS,Hallmark,C3,Other
GSTO1,Env Factor Arsenic To Electron Transfer In Complex Iv,KEGG,C3,Other
MRPS25,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPS5,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPS21,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
CYCS,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
TFAM,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
SLC25A3,OXPHOS,Hallmark,C3,Other
PLIN5,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
OGDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COX6A2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ALDH6A1,OXPHOS,Hallmark,C3,Other
BDH1,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
SLC25A11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACY1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
SSBP1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
C1QBP,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
PMPCA,OXPHOS,Hallmark,C3,Other
GRSF1,Mitochondrial RNA Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
TRAP1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ECH1,OXPHOS,Hallmark,C3,Other
TARDBP,Variant Mutation Caused Aberrant Tdp43 To Electron Transfer In Complex I,KEGG,C3,Other
NNT,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MTX1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
AUH,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
IDI1,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
COX17,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ENDOG,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
PTGR1,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
PDK1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PDK2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ADIPOQ,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
ETFDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
FXN,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
DECR1,OXPHOS,Hallmark,C3,Other
NDUFA5,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
TST,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
KYAT1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
NDUFA9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PPP1R3A,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
HADH,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
IMMT,OXPHOS,Hallmark,C3,Other
IAH1,Lipid Catabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
TIMM50,OXPHOS,Hallmark,C3,Other
NADK2,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
HSD17B12,Purine Containing Compound Biosynthetic Process,GO:BP,C3,Other
AGK,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
COQ5,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
PITRM1,Mitochondrial Protein Import,Reactome,C3,Mitochondrial & Energy Metabolism
COA6,Cellular Respiration,GO:BP,C3,Other
IBA57,Metallo Sulfur Cluster Assembly,GO:BP,C3,Other
LYRM7,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MICOS13,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
ETFRF1,Cellular Respiration,GO:BP,C3,Other
HIBCH,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
MRPL54,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
FAHD1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SLC27A1,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
APOOL,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
HSDL2,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
TRMT10C,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL21,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
DGLUCY,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
MAVS,Protein Localization To Mitochondrion,GO:BP,C3,Mitochondrial & Energy Metabolism
DCXR,Organic Acid Catabolic Process,GO:BP,C3,Other
GLRX5,Metallo Sulfur Cluster Assembly,GO:BP,C3,Other
ISCA2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SLC25A42,Organic Anion Transport,GO:BP,C3,Intracellular Transport & Signaling
LDHD,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
ECHDC2,Organic Acid Catabolic Process,GO:BP,C3,Other
NAXD,Nucleotide Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
HSCB,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ADHFE1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SUPV3L1,OXPHOS,Hallmark,C3,Other
MICU2,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFAF2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
GPD1L,Nucleotide Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
TOMM5,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
CHCHD4,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
CBR4,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
SMIM20,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATPAF2,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
MRPL50,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
RDH13,Signaling By Retinoic Acid,Reactome,C3,Intracellular Transport & Signaling
ATAD1,Protein Localization,Reactome,C3,Other
PDPR,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NAXE,Nucleotide Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
CHDH,Amino Acid Betaine Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
MCU,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
PPTC7,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
COQ8A,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
NUBPL,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PNPT1,Cellular Respiration,GO:BP,C3,Other
GPT2,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
RTN4IP1,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
THAP4,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
HSD17B8,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
CPT1B,Organic Acid Catabolic Process,GO:BP,C3,Other
AKAP1,Mitochondrial Calcium Ion Transport,Reactome,C3,Mitochondrial & Energy Metabolism
GCDH,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
FAM162A,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
SLC25A46,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
ACSF2,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
OPTN,Mitophagy,GO:BP,C3,Other
ECHDC3,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL38,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL53,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
DNAJA3,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
PTCD3,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
FAHD2A,Dicarboxylic Acid Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
SUCLG2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COQ10A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MCEE,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
VPS13A,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
MCCC1,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
PLIN2,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
PHB2,OXPHOS,Hallmark,C3,Other
SDHC,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
HSD17B10,OXPHOS,Hallmark,C3,Other
DMAC2L,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACO2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COQ7,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
NIPSNAP1,Mitophagy,GO:BP,C3,Other
MICU1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
NIPSNAP3B,Mitophagy,GO:BP,C3,Other
TACO1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
AARSD1,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
DHRS4,Protein Localization,Reactome,C3,Other
TMEM70,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
CHCHD7,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
APOO,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
ABHD6,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
MECR,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
TIMM21,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NUDT9,Nucleotide Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
HINT2,Lipid Catabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
BCL2L13,Cellular Respiration,GO:BP,C3,Other
MRPL13,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL9,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL4,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL1,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
BCO2,Lipid Catabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL37,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
SLIRP,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
TMEM126A,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PCBD2,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
MRPL46,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
GHITM,Cellular Respiration,GO:BP,C3,Other
OPA3,Mitochondrion Organization,GO:BP,C3,Mitochondrial & Energy Metabolism
DCTPP1,Nucleotide Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
PTGES2,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
ACAD9,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COQ10B,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SFXN1,Mitochondrial Transport,GO:BP,C3,Mitochondrial & Energy Metabolism
L2HGDH,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
RDH14,Signaling By Retinoic Acid,Reactome,C3,Intracellular Transport & Signaling
MCCC2,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
SARS2,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
ACOT13,Fatty Acid Metabolism,Reactome,C3,Mitochondrial & Energy Metabolism
MRPL40,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
TIGAR,Generation Of Precursor Metabolites And Energy,GO Slim,C3,Metabolic & Redox Regulation
ACSS2,Mitochondrial Biogenesis,Reactome,C3,Mitochondrial & Energy Metabolism
CMC2,Mitochondrial Protein Import,Reactome,C3,Mitochondrial & Energy Metabolism
TOMM22,OXPHOS,Hallmark,C3,Other
IARS2,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
SIRT3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ACSS1,Fatty Acid Metabolism,Hallmark,C3,Mitochondrial & Energy Metabolism
PANK4,Purine Containing Compound Biosynthetic Process,GO:BP,C3,Other
DNAJC11,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
TMLHE,Amino Acid Betaine Metabolic Process,GO:BP,C3,Metabolic & Redox Regulation
ATAD3A,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
MRPS18A,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
OXSM,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
MRPL22,Mitochondrial Gene Expression,GO:BP,C3,Mitochondrial & Energy Metabolism
NDUFB11,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
MARCHF5,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
CHCHD3,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
SIRT5,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
TUBA8,Organelle Biogenesis And Maintenance,Reactome,C3,Other
CISD1,Cellular Respiration,GO:BP,C3,Other
GLTP,Organic Anion Transport,GO:BP,C3,Intracellular Transport & Signaling
COQ3,Adipogenesis,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFAF4,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
NDUFA13,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
PDP1,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SUCLA2,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
SAE1,Protein Localization To Mitochondrion,GO:BP,C3,Mitochondrial & Energy Metabolism
CTSZ,Amide Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
UQCR10,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
WARS2,Amino Acid Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
NDUFA12,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
ATP5IF1,Cellular Respiration,GO:BP,C3,Other
AK3,Purine Containing Compound Biosynthetic Process,GO:BP,C3,Other
SLC25A13,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
STOML2,Cellular Respiration,GO:BP,C3,Other
ACAD8,Mitochondrial Protein Degradation,Reactome,C3,Mitochondrial & Energy Metabolism
NFU1,Metallo Sulfur Cluster Assembly,GO:BP,C3,Other
BCS1L,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
VDAC3,OXPHOS,Hallmark,C3,Other
GSTK1,Protein Localization,Reactome,C3,Other
COA3,Aerobic Respiration And Respiratory Electron Transport,Reactome,C3,Mitochondrial & Energy Metabolism
COQ6,Ketone Metabolic Process,GO Slim,C3,Metabolic & Redox Regulation
ACOT9,Fatty Acid Metabolic Process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL11,OXPHOS,Hallmark,C3,Other
FIS1,Mitochondrion Organization,GO Slim,C3,Mitochondrial & Energy Metabolism
AFG3L2,OXPHOS,Hallmark,C3,Other
