pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,dedup_status,merged_into,overlap_jaccard
GOBP_STRIATED_MUSCLE_CONTRACTION,6.3989647099321986e-9,2.8678996381787036e-7,0.7614608014455848,-0.504240190253938,-2.2618969714773005,110,TTN;RPL24;MYBPH;SNTA1;SYNM;RPL23A;TNNI2;RPL38;TPM1;RPL27A;RPL27;RPL34;FLNA;RPL17;TNNT3;ACTN3;HRC;RPL23;CAMK2D;RPL10;TMEM38A;RPL35;RPL31;EEF2;RPL35A;RPL19;RPL37A;MYH3;RPL30;RPL28;JPH2;TNNC2;TCAP;TRDN;RPL32;JPH1;RPLP1;RPL5;CACNA1S;RPL6;RPL36;RPL7A;CALM1;RPLP0;RPL29;STAC3;LMOD3;CSRP3;KLHL41;SMPX;TNNT1;RPLP2;MYH7;RPL11;RPL18A;MYH8;RYR1;RPL14;RPL13A;RPL13;JUP;GNAS;CASQ1,GO:BP,Aging,redundant,GOBP_MUSCLE_CONTRACTION,0.6009501187648456
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,1.247717113162735e-8,5.348909015558507e-7,0.7477396631498854,-0.6784856047272441,-2.510599875326782,41,RPL24;RPL23A;RPL38;RPL27A;RPL27;RPL34;RPL17;RPL23;RPL10;RPL35;RPL31;RPL35A;RPL19;RPL37A;RPL30;RPL28;RPL32;RPLP1;RPL5;RPL6;RPL36;RPL7A;RPLP0;RPL29;RPLP2;RPL11;RPL18A;RPL14;RPL13A;RPL13;RPL12;RPL10A;RPL4,GO:BP,Aging,redundant,GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,0.684931506849315
GOBP_RIBOSOME_BIOGENESIS,8.175556115601304e-8,3.3587909708262027e-6,0.7049757151672383,-0.5617946494468532,-2.285177237033249,63,RPS7;RPL24;RPS27A;RPS23;RPL38;RPS3A;RPL27;RPS19;RPS27;RPS24;RPL35;RPS5;RPS25;RPL35A;RPS15;EIF5;RPS14;RPS21;RPS17;UTP15;RPL5;EIF2A;RPL26;TRMT112;DDX3X;RPL7A;RPS13;RPLP0;RPS12;NDUFAB1;RPL11;C1QBP;RPS16;RPL14,GO:BP,Aging,kept,NA,NA
GOBP_SARCOMERE_ORGANIZATION,8.974771988234826e-8,3.539650072159815e-6,0.7049757151672383,-0.7037710367297252,-2.456048682647308,32,PLEC;OBSCN;SYNPO2L;TTN;LMOD2;MYOM2;MYOM3;MYBPH;FLNC;MYOM1;TPM1;ACTN2;CAPN3;TNNT3;MYOZ1;MYH3;MYBPC2;CSRP1;TCAP,GO:BP,Aging,redundant,GOBP_MYOFIBRIL_ASSEMBLY,0.6710526315789473
GOBP_AMINO_ACID_CATABOLIC_PROCESS,3.890191568858321e-7,1.4752803411131939e-5,0.674962860011025,0.6272158509369624,2.3316057328254076,42,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;ETFB;ALDH4A1;ETFA;MCCC1;FAH;IVD;ACAD8;GPT2;HIBADH;ACADSB;RIDA;GCDH;DBT;GOT2;GPT;GLUL;BCAT2;HIBCH;GLUD1;ALDH7A1;GOT1,GO:BP,Aging,kept,NA,NA
GOBP_MUSCLE_ORGAN_DEVELOPMENT,8.536143839487393e-7,3.1172732687905816e-5,0.6594443980379349,-0.4920864998904097,-2.1378747810977203,90,PLEC;TTN;SPEG;NEB;DES;FLNB;KLHL40;MYOM1;MUSTN1;TPM1;CAPN3;YBX3;NACA;ACTN3;MYOZ1;FHL3;SMTN;EEF2;MYH3;SVIL;JPH2;TCAP;LMNA;COL3A1;JPH1;CACNA1S;ACTA1;UTRN;STAC3;LMOD3;LAMA2;CSRP3;ERO1A;KLHL41,GO:BP,Aging,kept,NA,NA
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,1.074649913380956e-6,3.784302909262938e-5,0.6435518361507222,0.770636357507221,2.3610136495105567,19,HMGCL;ECHS1;ACAT1;ALDH6A1;MCCC1;PCCB;IVD;PCCA;ACAD8;HIBADH;ACADSB;DBT,GO:BP,Aging,kept,NA,NA
GOBP_AMINO_ACID_METABOLIC_PROCESS,1.6198098675121752e-6,5.507353549541396e-5,0.6435518361507222,0.46835460376881505,2.0577751028272537,97,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;ETFB;MPST;ALDH4A1;ETFA;MCCC1;PCCB;FAH;IVD;PCCA;ACAD8;FH;GARS1;GPT2;HIBADH;ACADSB;RIDA;AIMP1;GCDH;DBT;HARS1;LRRC47;GOT2;GPT;GLUL;THAP4;IARS2;BCAT2;AARS1;VARS1;MMUT;SARS2;HIBCH;GLUD1;ALDH7A1;GOT1,GO:BP,Aging,kept,NA,NA
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,2.932553670253555e-6,9.63832639623335e-5,0.6272567397185284,-0.5032482560861894,-2.1049829923412724,73,PLEC;OBSCN;SYNPO2L;TTN;NEB;LMOD2;MYOM2;MYOM3;MYBPH;FLNC;MYOM1;TPM1;NRAP;ACTN2;CAPN3;TNNT3;MYOZ1;TMOD4;MYH3;MYBPC2;CSRP1;TCAP;WDR1;ACTA1;SYNPO;TMOD1;LMOD3;CSRP3;KLHL41;MYPN;TNNT1,GO:BP,Aging,kept,NA,NA
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,4.648444668626188e-6,1.478505304279168e-4,0.610526878385931,0.6261551921483524,2.239056068405413,35,HMGCL;ECHS1;ACAT1;ALDH6A1;ALDH4A1;MCCC1;FAH;IVD;ACAD8;GPT2;HIBADH;ACADSB;RIDA;GCDH;GOT2;GPT;GLUL;BCAT2;HIBCH;GLUD1;ALDH7A1;GOT1,GO:BP,Aging,redundant,GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.8108108108108109
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,5.188584974049982e-6,1.5987327451291508e-4,0.610526878385931,-0.6533632936996824,-2.2428787989192576,30,RPS7;RPS27A;RPS23;RPS3A;RPS19;RPS27;RPS24;RPS5;RPS25;RPS15;RPS14;RPS21;RPS17;UTP15;TRMT112;RPS13;RPS12,GO:BP,Aging,kept,NA,NA
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1.9285771885862582e-5,5.762354872563789e-4,0.5756102610711286,-0.5872823833696026,-2.083865500561987,34,PSMD7;PSMD14;ACTN4;PSMC6;PSMC2;PSMD3;CAMK2D;PSMC4;PSMD13;CHP1;PSMC3;PSMC5;PSMD6;PSMD8;CALM1;PSMD2;STAC3;PSMD4,GO:BP,Aging,kept,NA,NA
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,3.0309727310415284e-5,8.789820920020432e-4,0.5756102610711286,0.5074550059191588,2.0267802855054406,59,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;MPST;ALDH4A1;MCCC1;FAH;IVD;ACAD8;FH;GPT2;HIBADH;ACADSB;RIDA;GCDH;GOT2;GPT;GLUL;THAP4;BCAT2;MMUT;HIBCH;GLUD1;ALDH7A1;GOT1,GO:BP,Aging,redundant,GOBP_AMINO_ACID_METABOLIC_PROCESS,0.7226027397260274
GOBP_RRNA_PROCESSING,3.815213007190123e-5,0.0010748000071684174,0.557332238758646,-0.5969585472248551,-2.1317786070449523,35,RPS7;RPL27;RPS19;RPS27;RPS24;RPL35;RPS25;RPL35A;RPS15;RPS14;RPS21;RPS17;UTP15;RPL5;RPL26;TRMT112;RPL7A,GO:BP,Aging,redundant,GOBP_RIBOSOME_BIOGENESIS,0.7065868263473054
GOBP_TRANSLATIONAL_INITIATION,5.058570411189339e-5,0.0013854862292868577,0.557332238758646,-0.49615362358401016,-2.001814650212794,61,BZW1;EIF3C;RPS3A;EIF3G;EIF2B1;RPS5;EIF2S3;EIF3M;PPP1CA;EIF5;EIF3D;EIF4A1;RPS3;EIF4E;RPS17;EIF2A;DDX3X;EIF3A;HBS1L;EIF3K;EIF3I;EIF3J;GAPDH;RPL13A;AKT2;EIF3L;EIF3B;PELO;CSDE1;EIF2S1;HSPB1;DENR;EIF3H,GO:BP,Aging,kept,NA,NA
GOBP_RRNA_METABOLIC_PROCESS,5.2455402637306605e-5,0.0013978655946049814,0.557332238758646,-0.5449037055624321,-2.005641173630871,40,RPS7;RPL27;RPS19;RPS27;RPS24;RPL35;MAPT;RPS25;RPL35A;RPS15;RPS14;RPS21;RPS17;UTP15;RPL5;RPL26;TRMT112;RPL7A,GO:BP,Aging,redundant,GOBP_RIBOSOME_BIOGENESIS,0.6181818181818182
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,6.170559611099767e-5,0.001601097835932729,0.5384340963099162,0.42917841776924653,1.8554975377057645,88,SOD2;ACAT1;SUOX;MPST;MCCC1;TST;OPLAH;MAT2B;PDP1;PCCA;GSTO1;CBR4;ACOT9;MCEE;ACSF2;BPNT1;MLYCD;ACSS2;GCDH;DBT;HAGH;ACSL1;SUCLA2;STAT5B;SUCLG1;GSTP1;ACOT2;MMUT;NME1;SULT1A1;PANK4,GO:BP,Aging,kept,NA,NA
GOBP_L_AMINO_ACID_METABOLIC_PROCESS,6.755779396160126e-5,0.0017079996114394574,0.5384340963099162,0.5154444975387169,2.010571840769238,52,HMGCL;ECHS1;ACAT1;ALDH5A1;ALDH6A1;ALDH4A1;MCCC1;FAH;IVD;ACAD8;GPT2;HIBADH;ACADSB;RIDA;GCDH;GOT2;GPT;GLUL;THAP4;BCAT2;HIBCH;GLUD1;ALDH7A1;GOT1,GO:BP,Aging,redundant,GOBP_AMINO_ACID_METABOLIC_PROCESS,0.6061643835616438
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,7.371054923511324e-5,0.0017726488181907718,0.5384340963099162,-0.7141371245993589,-2.1555605152534656,18,PSMD7;PSMD14;PSMC6;PSMC2;PSMD3;PSMC4;PSMD13;PSMC3;PSMC5;PSMD6;PSMD8;PSMD2;PSMD4,GO:BP,Aging,kept,NA,NA
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,7.371054923511324e-5,0.0017726488181907718,0.5384340963099162,-0.7141371245993589,-2.1555605152534656,18,PSMD7;PSMD14;PSMC6;PSMC2;PSMD3;PSMC4;PSMD13;PSMC3;PSMC5;PSMD6;PSMD8;PSMD2;PSMD4,GO:BP,Aging,redundant,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.7894736842105263
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,7.55655774808325e-5,0.0017739918903833531,0.5384340963099162,-0.666735272121038,-2.1190265106459347,22,PSMD7;PSMD14;PSMC6;PSMC2;PSMD3;PSMC4;PSMD13;PSMC3;PSMC5;PSMD6;PSMD8;PSMD2;PSMD4,GO:BP,Aging,kept,NA,NA
GOBP_CARDIAC_CELL_DEVELOPMENT,9.96951555336248e-5,0.0022860331013059084,0.5384340963099162,-0.6762377368599433,-2.095547522423834,20,PLEC;TTN;NEB;PDLIM5;NRAP;ACTN2;ALPK3;TCAP;LMNA,GO:BP,Aging,kept,NA,NA
GOBP_RESPONSE_TO_INSULIN,1.0505022919007763e-4,0.0023540801359412853,0.5384340963099162,0.472210001139297,1.9081471583037055,62,CA3;HADHA;CTSD;LONP1;APPL1;HADH;PRKDC;NCL;ADIPOQ;PTPN11;PLN;SLC27A1;FABP3;YWHAG;GSK3A;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1,GO:BP,Aging,kept,NA,NA
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,1.7047071975915493e-4,0.0037352028818339283,0.5188480777437918,-0.5667435166202016,-1.9936674232526097,33,EIF3C;EIF3G;EIF2B1;EIF2S3;EIF3M;EIF5;EIF3D;EIF4A1;RPS3;EIF3A;EIF3K;EIF3I;EIF3J;GAPDH;RPL13A;AKT2;EIF3L;EIF3B;DENR;EIF3H;SYNCRIP;EIF2S2;SH3BGRL,GO:BP,Aging,kept,NA,NA
GOBP_ACYL_COA_METABOLIC_PROCESS,1.8002729396370413e-4,0.0038588459097437453,0.5188480777437918,0.546502577628165,2.0232739447040333,41,ACAT1;PDP1;PCCA;CBR4;ACOT9;MCEE;ACSF2;MLYCD;ACSS2;GCDH;DBT;ACSL1;SUCLA2;SUCLG1;ACOT2;MMUT;NME1,GO:BP,Aging,kept,NA,NA
GOBP_MUSCLE_TISSUE_DEVELOPMENT,2.978540947155196e-4,0.006248598667861752,0.49849310876659025,-0.4020945696278185,-1.7339641577754112,86,PLEC;TTN;NEB;FLNB;KLHL40;MYOM1;PDLIM5;TPM1;NRAP;ACTN2;YBX3;NACA;ACTN3;MYOZ1;ALPK3;EEF2;CSRP1;SVIL;JPH2;TCAP;LMNA;COL3A1;CACNA1S;ACTA1;STAC3;LMOD3;CSRP3;ERO1A;KLHL41,GO:BP,Aging,kept,NA,NA
GOBP_TRICARBOXYLIC_ACID_CYCLE,4.0469437321177343e-4,0.008313096916391847,0.49849310876659025,0.5894438659524341,1.9603418578291643,26,IDH2;ACO2;FH;SDHA;MDH1;CS;SUCLA2;SDHB;NNT;MDH2;SUCLG1;IDH3B;IDH3G;ACO1;SDHD;DLD;DLST;IDH3A,GO:BP,Aging,kept,NA,NA
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,4.2656782029719224e-4,0.00858358920026595,0.49849310876659025,-0.4311818918581257,-1.7759350426573774,67,RPL24;EIF3C;CELF1;RPL38;SNRPD3;EIF3G;RPS19;RPS27;EIF2S3;EIF3M;VCP;RPS15;EIF5;EIF3D;RPS14;RPL5;DDX39B;LSM8;EIF3A;EIF3K;NDUFAB1;EIF3I;EIF3J;GAPDH;RPL11;PUF60;RPL13A;EIF3L;EIF3B,GO:BP,Aging,kept,NA,NA
GOBP_KETONE_METABOLIC_PROCESS,4.961589024538029e-4,0.009784253556388992,0.47727081536286214,0.47742451345894443,1.8752597267498299,54,AKR7A2;COQ7;COQ5;PDP1;CBR4;COQ8A;ADIPOQ;ACADVL;MLYCD;FABP3;HAGH;PLIN5;PPTC7;COQ3;SIRT5;STAT5B;H6PD;COQ9;FABP5,GO:BP,Aging,kept,NA,NA
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,5.363984156587374e-4,0.010370369369402254,0.47727081536286214,0.6403294627823499,1.9890685016345477,20,HMGB2;HMGB1;PRKDC;ADIPOQ;FBN1;CUL4A;STAT5B;GLUL;PITHD1,GO:BP,Aging,kept,NA,NA
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,5.712508317641684e-4,0.010831794617682116,0.47727081536286214,0.4268459727947014,1.7609300110717898,69,CA3;CTSD;LONP1;APPL1;PRKDC;NCL;CA2;ADIPOQ;PTPN11;SLC27A1;YWHAG;GSK3A;FBN1;NUCKS1;STAT5B;ECHDC3;MYO1C;PXN;CFL1;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1;ASS1;PRKAR1A;USO1,GO:BP,Aging,redundant,GOBP_RESPONSE_TO_INSULIN,0.5469879518072289
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,6.473682067298876e-4,0.012043491544069229,0.47727081536286214,0.3963680473455905,1.7268571849041625,92,CA3;HADHA;CTSD;LONP1;APPL1;HADH;PRKDC;NCL;CA2;ADIPOQ;PTPN11;PLN;SLC27A1;FABP3;YWHAG;GSK3A;FBN1;NUCKS1;STAT5B;ECHDC3;MYO1C;PXN;CFL1;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1;PNPT1;ASS1;CACYBP;CYC1;PRKAR1A;USO1,GO:BP,Aging,redundant,GOBP_RESPONSE_TO_INSULIN,0.6088794926004228
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,6.826849410182625e-4,0.01246532133044457,0.47727081536286214,-0.48151686429437346,-1.83702985223525,47,PLEC;DES;FLNB;KLHL40;MYOM1;YBX3;NACA;ACTN3;MYOZ1;EEF2;SVIL;CACNA1S;ACTA1;STAC3;LMOD3;CSRP3;ERO1A;KLHL41;RYR1;FXR1;MYL6;CASQ1;MYOZ2,GO:BP,Aging,redundant,GOBP_MUSCLE_ORGAN_DEVELOPMENT,0.5230352303523035
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,9.66803589284022e-4,0.01733215161880083,0.47727081536286214,-0.5293897112821323,-1.8904858076784818,35,VAPB;EMC2;EMC3;TMCO1;CCDC47;TMEM38A;NOMO2;TRDN;CACNA1S;LPCAT3;ATL2;RAB10;SEC61A1;REEP5;ESYT2;JAGN1;EMC1;CASQ1;UBL4A;LMAN1;ESYT1;VAPA;CAV2;TMED2,GO:BP,Aging,kept,NA,NA
GOBP_FATTY_ACID_TRANSPORT,0.001102386972397036,0.019409884906847814,0.45505986738722953,0.6209581723216802,1.9288950660348356,20,PLIN2;CPT2;FABP4;SLC27A1;FABP3;ACSL1;GOT2;CPT1B;SLC25A20;FABP5,GO:BP,Aging,kept,NA,NA
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.0012360035310151713,0.02138069265931507,0.45505986738722953,0.555993749377246,1.8309115000015292,25,PLIN2;CPT2;FABP4;SLC27A1;FABP3;SLC16A1;ACSL1;GOT2;CPT1B;SLC25A20;FABP5,GO:BP,Aging,redundant,GOBP_FATTY_ACID_TRANSPORT,0.6629213483146067
GOBP_ORGANIC_ANION_TRANSPORT,0.0014178451368038341,0.02410336732566518,0.45505986738722953,0.46185390643834967,1.7646678392293897,47,PSAP;PLIN2;CPT2;CYB5R1;FABP4;SFXN1;SEPTIN2;SLC27A1;FABP3;SLC16A1;ACSL1;GOT2;ITGB1;CPT1B;SLC25A20,GO:BP,Aging,kept,NA,NA
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.0015602526644355329,0.02607473096836331,0.45505986738722953,0.4700692829060387,1.8257173609404216,51,CA3;CTSD;LONP1;APPL1;PRKDC;NCL;ADIPOQ;PTPN11;SLC27A1;YWHAG;GSK3A;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1,GO:BP,Aging,redundant,GOBP_RESPONSE_TO_INSULIN,0.7743055555555556
GOBP_ORGANIC_ACID_TRANSPORT,0.0015949111900355514,0.02620970722291756,0.45505986738722953,0.4975342240392888,1.801213569121267,37,PSAP;PLIN2;CPT2;FABP4;SFXN1;SEPTIN2;SLC27A1;FABP3;SLC16A1;ACSL1;GOT2;ITGB1;CPT1B;SLC25A20;FABP5,GO:BP,Aging,redundant,GOBP_ORGANIC_ANION_TRANSPORT,0.7640692640692641
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.001994373958475128,0.032236929886171745,0.4317076958033464,0.60458551662307,1.8780363509029314,20,CTSD;LONP1;NCL;PTPN11;GSK3A;NUCKS1;ECHDC3;MYO1C;BLVRB;CUL3;PAK1;USO1,GO:BP,Aging,kept,NA,NA
GOBP_REGULATION_OF_LIPID_LOCALIZATION,0.0020847576872121422,0.03315437225147052,0.4317076958033464,0.5421105163289223,1.802923056993394,26,PLIN2;LAMTOR1;PLIN3;ADIPOQ;PTPN11;FABP3;NAXE;PLIN5;ACSL1,GO:BP,Aging,kept,NA,NA
GOBP_RIBOSOME_ASSEMBLY,0.002143926456775658,0.033554150577473,0.4317076958033464,-0.5802386227867805,-1.864460527550845,23,RPL24;RPL38;RPS19;RPS27;RPS15;EIF5;RPS14;RPL5;EIF2A;DDX3X;NDUFAB1;RPL11;C1QBP,GO:BP,Aging,kept,NA,NA
GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS,0.0021940460957613987,0.03380202266282405,0.4317076958033464,0.5352116464716611,1.818244434401069,28,ACAT1;PDP1;PCCA;CBR4;MCEE;MLYCD;ACSS2;GCDH;ACSL1,GO:BP,Aging,redundant,GOBP_ACYL_COA_METABOLIC_PROCESS,0.5321100917431193
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,0.0030725493418379568,0.04660821001618808,0.4317076958033464,0.5861895018857791,1.8643627054025858,22,SOD2;DDAH2;DYNLL1;CLU;CYB5R3;THAP4;KHSRP;SPR;ASS1;CD36;APOE,GO:BP,Aging,kept,NA,NA
GOBP_MYOTUBE_CELL_DEVELOPMENT,0.0033550424314189855,0.04926059152677857,0.35481951210374685,-0.65075825071202,-1.866117184718978,15,PLEC;KLHL40;NACA;ACTN3;CACNA1S;ACTA1;STAC3;LMOD3,GO:BP,Aging,kept,NA,NA
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,0.0033530571992110452,0.04926059152677857,0.35481951210374685,-0.42584849493618315,-1.6904295271115208,56,MYBPH;TPM1;TNNT3;ACTN3;HRC;CAMK2D;TMEM38A;JPH2;TNNC2;TRDN;JPH1;CACNA1S;CALM1;STUB1;MAP2K1;TNNT1;MYH7;CACNB3;PRKG1;JUP;GNAS;CASQ1;TNNC1;MYL3;TNNI1;MYLK2;DMD;ATP2A1,GO:BP,Aging,kept,NA,NA
GOBP_TRANSLATIONAL_ELONGATION,0.0033972821742605914,0.04926059152677857,0.35481951210374685,-0.5437326694945842,-1.8049686769134914,26,EEF1G;NPLOC4;EEF2;VCP;EEF1A2;EEFSEC;RPLP1;EEF1A1;HBS1L;RPLP2;RACK1;DDRGK1;EEF1D;PELO;GCN1,GO:BP,Aging,kept,NA,NA
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,0.051874366767983786,0.27797894365886966,0.08909613544959082,0.5232510177598337,1.4970871771303011,15,ACAT1;PDP1;MLYCD;ACSS2,GO:BP,Aging,NA,NA,NA
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.059166834373113306,0.28568078529414614,0.0829663391489805,0.47909463417869264,1.4678115815377437,19,ACAT1;PDP1;MLYCD;ACSS2;GCDH,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,0.12467687413004573,0.4160570144612698,0.05580403078398812,-0.3438394310386106,-1.2723088399863653,41,TTN;SNTA1;ACTN4;TPM1;FLNA;CAMK2D;MYH2;MYL1;MYH3;TCAP,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.49372384937238495,0.8323728501112093,0.025139253499649045,-0.2588794840050149,-0.9784342715128508,45,SYNPO2L;SYNPO2;ACTN1;TPM1;FLNA,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,0.04645135566188198,0.26267551400530126,0.09350927417824274,-0.461619530945971,-1.483305937239494,23,LMOD2;ACTN2;CAPZA1;CAPZA2;TMOD4;CAPZB;SVIL;WDR1;TMOD1;LMOD3,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.0035714285714285713,0.051035196687370596,0.34452128726268,-0.36791412013745517,-1.6281440663003712,101,PLEC;SYNPO2L;TTN;NEB;LMOD2;SYNPO2;PREX1;ACTN1;TPM1;NRAP;ACTN2;CAPZA1;FLNA;CAPZA2;TPM2;TMOD4;XIRP1;CAPZB;EZR;CORO6;SVIL;TCAP;TPM3;WDR1;MYO6;ACTA1;SYNPO;TMOD1;LMOD3,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.0664301202444313,0.3018437721705496,0.0773124512019339,-0.40037833156869607,-1.3972565258997243,32,LMOD2;PREX1;CAPZA1;CAPZA2;TMOD4;CAPZB;SVIL;TMOD1;LMOD3;TMSB4X,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,0.11027963765261914,0.3982993506427929,0.05926149100504273,-0.36154904719134817,-1.2989588371310892,36,TTN;SNTA1;TPM1;FLNA;CAMK2D;MYH2;MYL1;MYH3;TCAP,GO:BP,Aging,NA,NA,NA
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.04688731284475965,0.26267551400530126,0.09249605088129997,-0.3975543975207892,-1.4380762510224288,37,LMOD2;PREX1;ACTN2;CAPZA1;CAPZA2;TMOD4;CAPZB;SVIL;WDR1;TMOD1;LMOD3;TMSB4X,GO:BP,Aging,NA,NA,NA
GOBP_ACTION_POTENTIAL,0.8391356542617047,0.9995946493717065,0.016976621638944964,-0.22754437120466137,-0.7471758409330588,25,SNTA1;FLNA;CAMK2D,GO:BP,Aging,NA,NA,NA
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.12308622078968574,0.41420823787928374,0.05657878176752872,0.3305282477198317,1.2717621109905288,49,HMGB1;APPL1;MAVS;PRKDC;XRCC6;NAGK;LAMP2;GDI1;MAP2K6;PHB2;HSPD1;NLRX1,GO:BP,Aging,NA,NA,NA
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.41311408850994724,0.7848371700786281,0.02854663882700978,0.2838876452537328,1.0277529746306033,37,HMGB1;CLU;HLA-A;YWHAG;AZGP1;HSPD1;OPA1;LGALS1,GO:BP,Aging,NA,NA,NA
GOBP_ADAPTIVE_THERMOGENESIS,0.07395562662402558,0.3226559639437576,0.07365326681848156,0.4164826666430984,1.3987717224328187,27,CKB;HADH;CPT2;FH;FABP4;ADIPOQ;MAP2K6;ACSL1;FABP5;PGAM5;DECR1;MFN2;CD36,GO:BP,Aging,NA,NA,NA
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.26158203520129475,0.6245033576476432,0.037446187171478275,0.384784342897485,1.1617477898465056,18,PSAP;PLN;GSK3A;FBN1;GNAI2;GNB1;RAP1A;PRKAR1A;PRKACA;PRMT5,GO:BP,Aging,NA,NA,NA
GOBP_ADULT_BEHAVIOR,0.8822695035460993,0.9995946493717065,0.016430595340031006,0.23730542892252682,0.6789607714941598,15,FXN;CSTB,GO:BP,Aging,NA,NA,NA
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,0.17916497770571543,0.4934543799380878,0.04634323610919203,0.3599067235433139,1.22791994337164,29,IDI1;ASAH1;ACAA2;PCBD2;LSS;CYB5R3;H6PD;SPR;GOT1;PGP;APOE;PRKACA;PRKAA2,GO:BP,Aging,NA,NA,NA
GOBP_ALCOHOL_METABOLIC_PROCESS,0.008665860540104797,0.09389602739058604,0.22082346409111278,0.3778172431635858,1.5757186649104895,73,IDI1;AKR7A2;IDH2;ASAH1;ACAA2;GALK1;PCBD2;CBR4;ALDH2;LSS;ACADVL;FECH;CYB5R3;ACSS2;NUDT3;NPC2;COQ3;H6PD;ADH1B;SPR;SULT1A1;CES2;AKR1A1;GOT1;PGP;IDH3B;AKR1B1;IDH3G;APOE;PRKACA;PRKAA2;PCBD1;AKR1C3;ACSS1;IDH3A;GPD2;TKFC;FDXR,GO:BP,Aging,NA,NA,NA
GOBP_ALDEHYDE_METABOLIC_PROCESS,0.09386354461041582,0.3573338030342471,0.06536629294626582,0.3934958431855712,1.3563556633600502,30,AKR7A2;IDH2;PNPO;ALDH2;TALDO1;HAGH;ALDH9A1;ALDH7A1;PDXP;AKR1A1;TKT;AKR1C3;TKFC;PARK7;IDH1;DHRS4;ALDH1A1;RBP4,GO:BP,Aging,NA,NA,NA
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.12357723577235773,0.4144461036447099,0.05672737006251014,0.45990745582749715,1.338874146163789,16,RIDA;GOT2;GLUL;GLUD1;GOT1;ASS1;SHMT1;PCBD1;MTAP;PARK7;MTHFD1,GO:BP,Aging,NA,NA,NA
