pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.5517417710157234,0.8743012175028356,1.1090047393364928,2,18,,GO:BP,1.1238038277511961,NA,NA,NA,brown,Smooth Muscle Cell Proliferation
GOBP_T_CELL_PROLIFERATION,0.5517417710157234,0.8743012175028356,1.1090047393364928,2,18,,GO:BP,1.1238038277511961,NA,NA,NA,brown,T Cell Proliferation
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.5517417710157234,0.8743012175028356,1.1090047393364928,2,18,,GO:BP,1.1238038277511961,NA,NA,NA,brown,Telomere Maintenance Via Telomere Lengthening
GOBP_STRIATED_MUSCLE_CONTRACTION,0.5521902426333699,0.8743012175028356,0.9981042654028436,11,110,,GO:BP,0.9977777777777778,NA,NA,NA,brown,Striated Muscle Contraction
GOBP_EXOCYTOSIS,0.5538604380432388,0.8755425804587519,1.0184737402069832,5,49,,GO:BP,1.0210723742277141,NA,NA,NA,brown,Exocytosis
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.5594354623122958,0.8815346678860418,1.023696682464455,4,39,,GO:BP,1.0269151138716357,NA,NA,NA,brown,Negative Regulation Of Protein Modification Process
GOBP_VACUOLAR_TRANSPORT,0.5594354623122958,0.8815346678860418,1.023696682464455,4,39,,GO:BP,1.0269151138716357,NA,NA,NA,brown,Vacuolar Transport
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.5627015369613233,0.8817878768101943,0.9981042654028436,7,70,,GO:BP,0.9978213507625272,NA,NA,NA,brown,Protein Localization To Nucleus
GOBP_CELL_SUBSTRATE_ADHESION,0.5669911660379499,0.8817878768101943,0.9981042654028436,6,60,,GO:BP,0.9978319783197832,NA,NA,NA,brown,Cell Substrate Adhesion
GOBP_CHROMOSOME_SEGREGATION,0.5669911660379499,0.8817878768101943,0.9981042654028436,6,60,,GO:BP,0.9978319783197832,NA,NA,NA,brown,Chromosome Segregation
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.5677460950783444,0.8817878768101943,1.0325216538650106,3,29,,GO:BP,1.0367973372781065,NA,NA,NA,brown,Ameboidal Type Cell Migration
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.5677460950783444,0.8817878768101943,1.0325216538650106,3,29,,GO:BP,1.0367973372781065,NA,NA,NA,brown,Extrinsic Apoptotic Signaling Pathway
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,0.5677460950783444,0.8817878768101943,1.0325216538650106,3,29,,GO:BP,1.0367973372781065,NA,NA,NA,brown,Intracellular Glucose Homeostasis
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.5677460950783444,0.8817878768101943,1.0325216538650106,3,29,,GO:BP,1.0367973372781065,NA,NA,NA,brown,Nuclear Receptor Mediated Signaling Pathway
GOBP_PROTEIN_PROCESSING,0.5677460950783444,0.8817878768101943,1.0325216538650106,3,29,,GO:BP,1.0367973372781065,NA,NA,NA,brown,Protein Processing
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,0.5725756504176761,0.8817878768101943,0.9981042654028435,5,50,,GO:BP,0.9978425026968716,NA,NA,NA,brown,Regulation Of Protein Polymerization
GOBP_RESPONSE_TO_STARVATION,0.5802218519106238,0.8817878768101943,0.9981042654028437,4,40,,GO:BP,0.9978529253891573,NA,NA,NA,brown,Response To Starvation
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,0.5802218519106238,0.8817878768101943,0.9981042654028437,4,40,,GO:BP,0.9978529253891573,NA,NA,NA,brown,Response To Transforming Growth Factor Beta
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Cardiac Muscle Cell Action Potential
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Cell Cell Junction Assembly
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress
GOBP_MEMBRANE_DOCKING,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Membrane Docking
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Negative Regulation Of Response To Biotic Stimulus
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Negative Regulation Of Ubiquitin Dependent Protein Catabolic Process
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Positive Regulation Of Protein Localization To Membrane
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Positive Regulation Of Telomere Maintenance
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Protein Localization To Vacuole
GOBP_PROTEIN_REFOLDING,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Protein Refolding
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Regulation Of Actomyosin Structure Organization
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Regulation Of Carbohydrate Biosynthetic Process
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Regulation Of Circadian Rhythm
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,0.5819085988666465,0.8817878768101943,1.0506360688450986,2,19,,GO:BP,1.0571348156487475,NA,NA,NA,brown,Regulation Of Cytoplasmic Translation
GOBP_TRANSLATIONAL_INITIATION,0.5838493875715751,0.883373958530959,0.9817419003962395,6,61,,GO:BP,0.9791574279379157,NA,NA,NA,brown,Translational Initiation
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.5915242889388732,0.8895372868669813,0.9981042654028436,3,30,,GO:BP,0.9978632478632479,NA,NA,NA,brown,Cellular Response To Reactive Oxygen Species
GOBP_DEVELOPMENTAL_CELL_GROWTH,0.5915242889388732,0.8895372868669813,0.9981042654028436,3,30,,GO:BP,0.9978632478632479,NA,NA,NA,brown,Developmental Cell Growth
GOBP_GLUCAN_METABOLIC_PROCESS,0.5915242889388732,0.8895372868669813,0.9981042654028436,3,30,,GO:BP,0.9978632478632479,NA,NA,NA,brown,Glucan Metabolic Process
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.5915242889388732,0.8895372868669813,0.9981042654028436,3,30,,GO:BP,0.9978632478632479,NA,NA,NA,brown,Positive Regulation Of Immune Effector Process
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,0.5938672944499273,0.8917034755570337,0.9703791469194313,7,72,,GO:BP,0.9660633484162896,NA,NA,NA,brown,Negative Regulation Of Catabolic Process
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,0.6004420964166768,0.8988436231207223,0.9737602589296036,4,41,,GO:BP,0.9703616660138399,NA,NA,NA,brown,Cardiac Muscle Tissue Development
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.6004420964166768,0.8988436231207223,0.9737602589296036,4,41,,GO:BP,0.9703616660138399,NA,NA,NA,brown,Regulation Of Protein Localization To Cell Periphery
GOBP_L_AMINO_ACID_METABOLIC_PROCESS,0.6087512213026061,0.9003518775029282,0.9597156398104265,5,52,,GO:BP,0.9543482751497624,NA,NA,NA,brown,L Amino Acid Metabolic Process
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Fatty Acid Derivative Metabolic Process
GOBP_LAMELLIPODIUM_ORGANIZATION,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Lamellipodium Organization
GOBP_MUSCLE_HYPERTROPHY,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Muscle Hypertrophy
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Myeloid Leukocyte Differentiation
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Production Of Molecular Mediator Of Immune Response
GOBP_RECOMBINATIONAL_REPAIR,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Recombinational Repair
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Regulation Of Glucose Metabolic Process
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.6105625080232409,0.9003518775029282,0.9981042654028437,2,20,,GO:BP,0.9978734715576821,NA,NA,NA,brown,Regulation Of Signal Transduction By p53 Class Mediator
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,0.6144483527969795,0.9020430498713458,0.965907353615655,3,31,,GO:BP,0.9617101648351648,NA,NA,NA,brown,Energy Reserve Metabolic Process
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.6144483527969795,0.9020430498713458,0.965907353615655,3,31,,GO:BP,0.9617101648351648,NA,NA,NA,brown,Lymphocyte Mediated Immunity
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.6144483527969795,0.9020430498713458,0.965907353615655,3,31,,GO:BP,0.9617101648351648,NA,NA,NA,brown,Negative Regulation Of Cell Cycle Process
GOBP_LIPID_CATABOLIC_PROCESS,0.6165414442177225,0.90332209691490994,0.9505754908598509,6,63,,GO:BP,0.9437740693196406,NA,NA,NA,brown,Lipid Catabolic Process
GOBP_POSITIVE_REGULATION_OF_TRANSLATION,0.6200717355906549,0.90332209691490994,0.9505754908598512,4,42,,GO:BP,0.9443173150266971,NA,NA,NA,brown,Positive Regulation Of Translation
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.6200717355906549,0.90332209691490994,0.9505754908598512,4,42,,GO:BP,0.9443173150266971,NA,NA,NA,brown,Regulation Of Protein Localization To Membrane
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,0.6200717355906549,0.90332209691490994,0.9505754908598512,4,42,,GO:BP,0.9443173150266971,NA,NA,NA,brown,Regulation Of Protein Ubiquitination
GOBP_WOUND_HEALING,0.6238912826866961,0.90332209691490994,0.9441526834891766,7,74,,GO:BP,0.9362013462101259,NA,NA,NA,brown,Wound Healing
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.6245605910219006,0.90332209691490994,0.9455724619605888,9,95,,GO:BP,0.9371977895463965,NA,NA,NA,brown,Ribose Phosphate Biosynthetic Process
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,0.6308648449763063,0.90332209691490994,0.9393922497909116,8,85,,GO:BP,0.9304587038577187,NA,NA,NA,brown,Regulation Of Protein Transport
GOBP_OSTEOBLAST_DIFFERENTIATION,0.6364969783709831,0.90332209691490994,0.9357227488151658,3,32,,GO:BP,0.928050397877984,NA,NA,NA,brown,Osteoblast Differentiation
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS,0.6364969783709831,0.90332209691490994,0.9357227488151658,3,32,,GO:BP,0.928050397877984,NA,NA,NA,brown,Polysaccharide Metabolic Process
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.6364969783709831,0.90332209691490994,0.9357227488151658,3,32,,GO:BP,0.928050397877984,NA,NA,NA,brown,Positive Regulation Of Transmembrane Transport
GOBP_RESPONSE_TO_NUTRIENT,0.6364969783709831,0.90332209691490994,0.9357227488151658,3,32,,GO:BP,0.928050397877984,NA,NA,NA,brown,Response To Nutrient
GOBP_TELOMERE_ORGANIZATION,0.6364969783709831,0.90332209691490994,0.9357227488151658,3,32,,GO:BP,0.928050397877984,NA,NA,NA,brown,Telomere Organization
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Blood Vessel Endothelial Cell Migration
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Intracellular Iron Ion Homeostasis
GOBP_MEMBRANE_DEPOLARIZATION,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Membrane Depolarization
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Neural Nucleus Development
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Organophosphate Ester Transport
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Positive Regulation Of Apoptotic Signaling Pathway
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Positive Regulation Of Chromosome Organization
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Regulation Of Fatty Acid Metabolic Process
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Response To Mechanical Stimulus
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Steroid Hormone Receptor Signaling Pathway
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.6377025329951985,0.90332209691490994,0.9505754908598512,2,21,,GO:BP,0.9448501636867288,NA,NA,NA,brown,Substantia Nigra Development
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.6390912406310951,0.90332209691490994,0.9284690840956685,4,43,,GO:BP,0.9196085717824848,NA,NA,NA,brown,Leukocyte Mediated Immunity
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.6390912406310951,0.90332209691490994,0.9284690840956685,4,43,,GO:BP,0.9196085717824848,NA,NA,NA,brown,Positive Regulation Of Cell Projection Organization
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.6390912406310951,0.90332209691490994,0.9284690840956685,4,43,,GO:BP,0.9196085717824848,NA,NA,NA,brown,Positive Regulation Of Intracellular Transport
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.657485674201956,0.9191906122036007,0.9073675140025852,4,44,,GO:BP,0.8961352657004831,NA,NA,NA,brown,Response To Reactive Oxygen Species
GOBP_MICROTUBULE_BASED_TRANSPORT,0.6576568551031412,0.9191906122036007,0.907367514002585,3,33,,GO:BP,0.8966346153846154,NA,NA,NA,brown,Microtubule Based Transport
GOBP_NUCLEAR_EXPORT,0.6576568551031412,0.9191906122036007,0.907367514002585,3,33,,GO:BP,0.8966346153846154,NA,NA,NA,brown,Nuclear Export
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,0.6576568551031412,0.9191906122036007,0.907367514002585,3,33,,GO:BP,0.8966346153846154,NA,NA,NA,brown,Organic Hydroxy Compound Transport
GOBP_REGULATION_OF_ENDOCYTOSIS,0.6595885740183332,0.9191906122036007,0.9073675140025851,5,55,,GO:BP,0.8956310679611651,NA,NA,NA,brown,Regulation Of Endocytosis
GOBP_CELL_RECOGNITION,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Cell Recognition
GOBP_GLUTATHIONE_METABOLIC_PROCESS,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Glutathione Metabolic Process
GOBP_LOCOMOTORY_BEHAVIOR,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Locomotory Behavior
GOBP_MICROTUBULE_POLYMERIZATION,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Microtubule Polymerization
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Myeloid Leukocyte Activation
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Negative Regulation Of Phosphorylation
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Positive Regulation Of Monoatomic Ion Transmembrane Transport
GOBP_PRESYNAPTIC_ENDOCYTOSIS,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Presynaptic Endocytosis
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,0.6633430227744608,0.9191906122036007,0.9073675140025852,2,22,,GO:BP,0.8971291866028708,NA,NA,NA,brown,Response To Hydrogen Peroxide
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.666759083117204,0.9226302158540581,0.9213270142180094,12,130,,GO:BP,0.9080998211395963,NA,NA,NA,brown,Purine Containing Compound Biosynthetic Process
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,0.6706422082479898,0.9267055968517678,0.9073675140025852,8,88,,GO:BP,0.8940886699507389,NA,NA,NA,brown,Sulfur Compound Metabolic Process
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.6779217760293451,0.9328505776002688,0.8806802341789796,3,34,,GO:BP,0.8672456575682382,NA,NA,NA,brown,Regulation Of Cell Projection Assembly
GOBP_RESPONSE_TO_CALCIUM_ION,0.6779217760293451,0.9328505776002688,0.8806802341789796,3,34,,GO:BP,0.8672456575682382,NA,NA,NA,brown,Response To Calcium Ion
GOBP_RESPONSE_TO_LIGHT_STIMULUS,0.6779217760293451,0.9328505776002688,0.8806802341789796,3,34,,GO:BP,0.8672456575682382,NA,NA,NA,brown,Response To Light Stimulus
GOBP_AUTOPHAGOSOME_ORGANIZATION,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Autophagosome Organization
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Epidermal Cell Differentiation
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Homotypic Cell Cell Adhesion
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Integrin Mediated Signaling Pathway
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Positive Regulation Of Intracellular Protein Transport
GOBP_RESPONSE_TO_ETHANOL,0.6875106080818953,0.9382050839570616,0.8679167525242119,2,23,,GO:BP,0.8539530644793802,NA,NA,NA,brown,Response To Ethanol
GOBP_MYELOID_CELL_DIFFERENTIATION,0.6910411618572663,0.9409245473444566,0.8755300573709154,5,57,,GO:BP,0.8602501867064973,NA,NA,NA,brown,Myeloid Cell Differentiation
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,0.6916276981836409,0.9409245473444566,0.8806802341789796,6,68,,GO:BP,0.8653029110936271,NA,NA,NA,brown,Protein RNA Complex Organization
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.6923604715783603,0.9409245473444566,0.8679167525242119,4,46,,GO:BP,0.8525419829767655,NA,NA,NA,brown,Positive Regulation Of Protein Containing Complex Assembly
GOBP_AUTOPHAGY_OF_MITOCHONDRION,0.6972917933528723,0.942440891699915,0.8555179417738659,3,35,,GO:BP,0.8396935096153846,NA,NA,NA,brown,Autophagy Of Mitochondrion
GOBP_CELLULAR_RESPONSE_TO_STARVATION,0.6972917933528723,0.942440891699915,0.8555179417738659,3,35,,GO:BP,0.8396935096153846,NA,NA,NA,brown,Cellular Response To Starvation
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,0.6972917933528723,0.942440891699915,0.8555179417738659,3,35,,GO:BP,0.8396935096153846,NA,NA,NA,brown,L Amino Acid Catabolic Process
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,0.6972917933528723,0.942440891699915,0.8555179417738659,3,35,,GO:BP,0.8396935096153846,NA,NA,NA,brown,Vesicle Mediated Transport To The Plasma Membrane
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.7098954550717863,0.9495517166637146,0.8806802341789798,9,102,,GO:BP,0.8633024592781858,NA,NA,NA,brown,Actin Filament Organization
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Glycoprotein Metabolic Process
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Isoprenoid Metabolic Process
GOBP_MIDBRAIN_DEVELOPMENT,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Midbrain Development
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Positive Regulation Of Protein Localization To Nucleus
GOBP_POTASSIUM_ION_TRANSPORT,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Potassium Ion Transport
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Regulation Of Canonical Wnt Signaling Pathway
GOBP_SYMBIONT_ENTRY_INTO_HOST,0.7102416180308554,0.9495517166637146,0.8317535545023697,2,24,,GO:BP,0.8147020443671161,NA,NA,NA,brown,Symbiont Entry Into Host
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,0.715772427500928,0.9556529167174551,0.8317535545023695,3,36,,GO:BP,0.8138111888111889,NA,NA,NA,brown,Actin Mediated Cell Contraction
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,0.7204746344181185,0.9606328458908246,0.8458510723752911,5,59,,GO:BP,0.827490111470694,NA,NA,NA,brown,Alpha Amino Acid Metabolic Process
GOBP_ACTION_POTENTIAL,0.7315798872374222,0.9699778374260336,0.7984834123222749,2,25,,GO:BP,0.7788641564385271,NA,NA,NA,brown,Action Potential
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.7315798872374222,0.9699778374260336,0.7984834123222749,2,25,,GO:BP,0.7788641564385271,NA,NA,NA,brown,Microtubule Polymerization Or Depolymerization
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,0.7333739317381044,0.9699778374260336,0.8092737287050084,3,37,,GO:BP,0.7894513574660633,NA,NA,NA,brown,Cellular Response To Steroid Hormone Stimulus
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,0.7333739317381044,0.9699778374260336,0.8092737287050084,3,37,,GO:BP,0.7894513574660633,NA,NA,NA,brown,Cytoskeleton Dependent Intracellular Transport
GOBP_DNA_REPLICATION,0.7333739317381044,0.9699778374260336,0.8092737287050084,3,37,,GO:BP,0.7894513574660633,NA,NA,NA,brown,DNA Replication
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.7333739317381044,0.9699778374260336,0.8092737287050084,3,37,,GO:BP,0.7894513574660633,NA,NA,NA,brown,Regulation Of Carbohydrate Metabolic Process
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.7344276769981339,0.9700729209547544,0.8317535545023695,5,60,,GO:BP,0.8120035304501324,NA,NA,NA,brown,Intracellular Receptor Signaling Pathway
GOBP_REGULATION_OF_TRANSLATION,0.7424185332137686,0.979318439005612,0.855517941773866,9,105,,GO:BP,0.8349319306930693,NA,NA,NA,brown,Regulation Of Translation
GOBP_CELL_CHEMOTAXIS,0.7501106130508055,0.983517884518303,0.7879770516338239,3,38,,GO:BP,0.7664835164835165,NA,NA,NA,brown,Cell Chemotaxis
