pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description,geneID,Count,p.adjust,ID
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,3.59174714868541e-13,1.7743230914505923e-11,3.2921305475064813,41,158,GO:BP,5.110632478632478,redundant,GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.6707920792079208,green,Ribose Phosphate Metabolic Process,MFN1/MPP1/MT-ND1/MT-ND3/MTCH2/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SLC25A13/STOML2,41,1.7743230914505923e-11,GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,4.316723647991095e-12,2.0309156972453343e-10,8.273965426925091,15,23,GO:BP,23.990066225165563,kept,NA,NA,green,NADH Dehydrogenase Complex Assembly,BCS1L/MT-ND1/NDUFA13/NDUFA6/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/TIMM21/TMEM126A,15,2.0309156972453343e-10,GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,1.039411743240261e-8,4.6679036469153534e-7,7.753012048192771,11,18,GO:BP,19.597235023041474,kept,NA,NA,green,Establishment Of Protein Localization To Mitochondrial Membrane,BCS1L/MTCH2/MTX2/NDUFA13/SAMM50/TIMM8A/TIMM8B/TMEM126A/TOMM22/TOMM40/TOMM5,11,4.6679036469153534e-7,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,5.5379703730887675e-8,2.3789194472224793e-6,4.401524465207769,17,49,GO:BP,6.802852348993288,kept,NA,NA,green,Mitochondrial Membrane Organization,BCS1L/CHCHD3/DNAJC11/GHITM/IMMT/MTCH2/MTX2/NDUFA13/SAMM50/TIMM8A/TIMM8B/TMEM11/TMEM126A/TOMM22/TOMM40/TOMM5/VDAC2,17,2.3789194472224793e-6,GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,6.205906464100577e-7,2.5547648277214043e-5,5.2496884088076445,12,29,GO:BP,8.814362108479756,kept,NA,NA,green,Inner Mitochondrial Membrane Organization,BCS1L/CHCHD3/DNAJC11/GHITM/IMMT/MTX2/NDUFA13/SAMM50/TIMM8A/TIMM8B/TMEM11/TMEM126A,12,2.5547648277214043e-5,GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,2.186994588416433e-6,8.643002613421744e-5,4.757530120481928,12,32,GO:BP,7.48051948051948,kept,NA,NA,green,Protein Localization To Mitochondrion,BCS1L/MTCH2/MTX2/NDUFA13/SAMM50/TIMM21/TIMM8A/TIMM8B/TMEM126A/TOMM22/TOMM40/TOMM5,12,8.643002613421744e-5,GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,5.224147638985302e-6,1.9851761028144145e-4,4.812214374740341,11,29,GO:BP,7.5777777777777775,kept,NA,NA,green,Protein Insertion Into Membrane,BCS1L/MTCH2/MTX2/NDUFA13/SAMM50/TIMM8A/TIMM8B/TMEM126A/TOMM22/TOMM40/TOMM5,11,1.9851761028144145e-4,GOBP_PROTEIN_INSERTION_INTO_MEMBRANE
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,6.675859440336269e-6,2.442870047056383e-4,3.59058877017504,15,53,GO:BP,4.972115719762984,kept,NA,NA,green,Establishment Of Protein Localization To Mitochondrion,BCS1L/MTCH2/MTX2/NDUFA13/PMPCB/RALA/SAMM50/TIMM21/TIMM8A/TIMM8B/TMEM126A/TOMM22/TOMM40/TOMM5/UQCRC1,15,2.442870047056383e-4,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,6.253530687985399e-5,0.0022066029713319908,5.920481927710843,7,15,GO:BP,10.632075471698114,kept,NA,NA,green,Cytochrome Complex Assembly,BCS1L/COA6/COX17/MT-CO3/SMIM20/TIMM21/UQCRFS1,7,0.0022066029713319908,GOBP_CYTOCHROME_COMPLEX_ASSEMBLY
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.002556377803707118,0.08709314724353906,2.45549941702293,12,62,GO:BP,2.9454545454545453,NA,NA,NA,green,Establishment Of Protein Localization To Membrane,ATAD1/BCS1L/MTCH2/MTX2/NDUFA13/SAMM50/TIMM8A/TIMM8B/TMEM126A/TOMM22/TOMM40/TOMM5,12,0.08709314724353906,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE
HALLMARK_OXIDATIVE_PHOSPHORYLATION,2.6814629713564585e-29,9.65326669688325e-28,4.829148853478429,59,155,Hallmark,10.59151090342679,kept,NA,NA,green,OXPHOS,BCKDHA/COX17/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/CYCS/IMMT/MGST3/MRPL11/MTX2/NDUFA1/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/PHB2/SLC25A12/SUPV3L1/TIMM8B/TOMM22/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ/VDAC1/VDAC2/VDAC3,59,9.65326669688325e-28,HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_ADIPOGENESIS,4.653234812961966e-4,0.008375822663331539,2.252786848327891,19,107,Hallmark,2.720160791589363,kept,NA,NA,green,Adipogenesis,BCKDHA/COX7B/COX8A/CYC1/G3BP2/GHITM/IMMT/MGST3/MTCH2/NDUFA5/NDUFAB1/NDUFB7/NDUFS3/SAMM50/SLC27A1/SORBS1/UQCR11/UQCRC1/UQCRQ,19,0.008375822663331539,HALLMARK_ADIPOGENESIS
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,2.3310890193500274e-36,2.447643470317529e-35,11.139582721128416,36,41,KEGG,107.16923076923077,kept,NA,NA,green,Reference Electron Transfer In Complex I,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3,36,2.447643470317529e-35,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,2.3310890193500274e-36,2.447643470317529e-35,11.139582721128416,36,41,KEGG,107.16923076923077,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.9777777777777777,green,Variant Mutation Inactivated Pink1 To Electron Transfer In Complex I,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3,36,2.447643470317529e-35,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,1.5318435348149848e-35,8.04217855777867e-35,10.87435456110155,36,42,KEGG,89.26153846153846,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.9777777777777777,green,Variant Mutation Caused Aberrant Snca To Electron Transfer In Complex I,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3,36,8.04217855777867e-35,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,1.5318435348149848e-35,8.04217855777867e-35,10.87435456110155,36,42,KEGG,89.26153846153846,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.9777777777777777,green,Variant Mutation Caused Aberrant Tdp43 To Electron Transfer In Complex I,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3,36,8.04217855777867e-35,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,4.560649125956216e-34,1.915472632901611e-33,10.380065717415116,36,44,KEGG,66.87692307692308,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.8627450980392157,green,Variant Mutation Caused Aberrant Abeta To Electron Transfer In Complex I,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3,36,1.915472632901611e-33,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,5.839972779913924e-29,2.0439904729698733e-28,8.880722891566265,35,50,KEGG,34.287531806615775,kept,NA,NA,green,Reference Mitochondrial Complex Ucp1 In Thermogenesis,COA6/COX4I1/COX5A/COX6A2/COX6B1/COX8A/CYC1/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA6/NDUFA8/NDUFA9/NDUFB10/NDUFB11/NDUFB3/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/UQCRB/UQCRC2/UQCRFS1/UQCRQ,35,2.0439904729698733e-28,KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,1.543041048005623e-17,4.0504827510147603e-17,12.686746987951807,15,15,KEGG,Inf,kept,NA,NA,green,Reference Electron Transfer In Complex Iv,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/MT-CO1/MT-CO2/MT-CO3,15,4.0504827510147603e-17,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,1.543041048005623e-17,4.0504827510147603e-17,12.686746987951807,15,15,KEGG,Inf,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.95,green,Variant Mutation Caused Aberrant Abeta To Electron Transfer In Complex Iv,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/MT-CO1/MT-CO2/MT-CO3,15,4.0504827510147603e-17,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,2.301721345210103e-16,5.370683138823573e-16,11.893825301204819,15,16,KEGG,192.6158940397351,redundant,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.9047619047619048,green,Env Factor Arsenic To Electron Transfer In Complex Iv,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/MT-CO1/MT-CO2/MT-CO3,15,5.370683138823573e-16,KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,5.137022360082335e-53,1.6541211999465118e-50,8.095352839931154,67,105,Reactome,33.87400318979267,kept,NA,NA,green,Respiratory Electron Transport,BCS1L/COX17/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/CYCS/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SLC25A12/SLC25A13/SMIM20/TIMM21/TMEM126A/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ,67,1.6541211999465118e-50,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.4650133312608213e-38,2.3586714633299224e-36,5.370463448887575,69,163,Reactome,13.96951085764422,redundant,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.6091954022988506,green,Aerobic Respiration And Respiratory Electron Transport,BCS1L/COX17/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/CYCS/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/PDK1/SLC25A12/SLC25A13/SMIM20/TIMM21/TMEM126A/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ/VDAC1,69,2.3586714633299224e-36,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_COMPLEX_I_BIOGENESIS,1.1633235852074409e-32,1.2486339814559865e-30,9.579788541922792,37,49,Reactome,46.082687338501295,kept,NA,NA,green,Complex I Biogenesis,MT-ND1/MT-ND3/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/TMEM126A,37,1.2486339814559865e-30,REACTOME_COMPLEX_I_BIOGENESIS
REACTOME_COMPLEX_IV_ASSEMBLY,1.6849350123798522e-15,1.356372684965781e-13,9.134457831325301,18,25,Reactome,33.584942084942085,kept,NA,NA,green,Complex Iv Assembly,COX17/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/MT-CO1/MT-CO2/MT-CO3/SMIM20/TIMM21,18,1.356372684965781e-13,REACTOME_COMPLEX_IV_ASSEMBLY
REACTOME_CYTOPROTECTION_BY_HMOX1,5.463612469972241e-14,3.5185664306621236e-12,9.22672508214677,16,22,Reactome,34.382222222222225,kept,NA,NA,green,Cytoprotection By Hmox1,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYCS/MT-CO1/MT-CO2/MT-CO3,16,3.5185664306621236e-12,REACTOME_CYTOPROTECTION_BY_HMOX1
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,5.568548790407162e-12,2.9884545175185103e-10,5.900812552535724,20,43,Reactome,11.417510422870757,kept,NA,NA,green,Mitochondrial Protein Import,BCS1L/CHCHD2/CHCHD3/CMC2/COA6/COX17/CYC1/MTX2/NDUFB8/PMPCB/SAMM50/SLC25A12/SLC25A13/TIMM21/TIMM8A/TIMM8B/TOMM22/TOMM40/TOMM5/VDAC1,20,2.9884545175185103e-10,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT
REACTOME_TP53_REGULATES_METABOLIC_GENES,2.2638067950678153e-9,1.0413511257311951e-7,5.26035850719953,17,41,Reactome,9.108501118568233,kept,NA,NA,green,Tp53 Regulates Metabolic Genes,AGO2/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYCS/MT-CO1/MT-CO2/MT-CO3,17,1.0413511257311951e-7,REACTOME_TP53_REGULATES_METABOLIC_GENES
REACTOME_PROTEIN_LOCALIZATION,1.8520313119682447e-8,7.454426030672185e-7,3.7214457831325305,22,75,Reactome,5.439465408805032,kept,NA,NA,green,Protein Localization,ATAD1/BCS1L/CHCHD2/CHCHD3/CMC2/COA6/COX17/CYC1/EMD/MTX2/NDUFB8/PMPCB/SAMM50/SLC25A12/SLC25A13/TIMM21/TIMM8A/TIMM8B/TOMM22/TOMM40/TOMM5/VDAC1,22,7.454426030672185e-7,REACTOME_PROTEIN_LOCALIZATION
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,4.87569593401527e-7,1.74441565639213e-5,3.6832491255343958,18,62,Reactome,5.240786240786241,kept,NA,NA,green,Transcriptional Regulation By Tp53,AGO2/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYCS/MT-CO1/MT-CO2/MT-CO3/RPA2,18,1.74441565639213e-5,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53
REACTOME_COMPLEX_III_ASSEMBLY,6.729880993843491e-7,2.1670216800176045e-5,7.136295180722891,9,16,Reactome,15.829845313921748,kept,NA,NA,green,Complex Iii Assembly,BCS1L/CYC1/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ,9,2.1670216800176045e-5,REACTOME_COMPLEX_III_ASSEMBLY
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,2.9004278728629306e-6,8.490343409653306e-5,3.1716867469879517,19,76,Reactome,4.26984126984127,kept,NA,NA,green,Mitochondrial Protein Degradation,CHCHD2/COX4I1/COX5A/COX5B/MICU2/MT-CO1/MT-CO2/MT-ND1/NDUFA13/NDUFA2/NDUFB6/NDUFS1/NDUFS3/NDUFV1/NDUFV3/OXCT1/PDK1/UQCRC2/UQCRQ,19,8.490343409653306e-5,REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,1.0385017103724004e-4,0.0027866462561659407,5.550451807228915,7,16,Reactome,9.445842068483579,kept,NA,NA,green,Pink1 Prkn Mediated Mitophagy,MFN1/TOMM22/TOMM40/TOMM5/VDAC1/VDAC2/VDAC3,7,0.0027866462561659407,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY
REACTOME_MITOCHONDRIAL_TRANSLATION,2.6026021547572565e-4,0.0064464453371679735,3.3227194492254735,11,42,Reactome,4.3702393340270556,kept,NA,NA,green,Mitochondrial Translation,MRPL11/MRPL37/MRPL38/MRPL46/MRRF/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/NDUFAB1,11,0.0064464453371679735,REACTOME_MITOCHONDRIAL_TRANSLATION
REACTOME_MITOPHAGY,3.729746822264445e-4,0.008578417691208224,4.6740646797717185,7,19,Reactome,7.073375262054507,redundant,REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.8205128205128205,green,Mitophagy,MFN1/TOMM22/TOMM40/TOMM5/VDAC1/VDAC2/VDAC3,7,0.008578417691208224,REACTOME_MITOPHAGY
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.002124485575291991,0.045605623682934734,2.159446295821584,16,94,Reactome,2.5463247863247864,kept,NA,NA,green,Cellular Response To Chemical Stress,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYCS/MT-CO1/MT-CO2/MT-CO3,16,0.045605623682934734,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,8.638766055184514e-10,6.198846433411234e-7,7.558062035375544,14,47,GO:BP,12.235397452788757,kept,NA,NA,pink,Mitochondrial Gene Expression,C1QBP/HSD17B10/LRPPRC/MRPL13/MRPL21/MRPL50/MRPL54/MRPS15/MRPS18A/MRPS18B/MRPS25/MRPS5/PTCD3/SLIRP,14,6.198846433411234e-7,GOBP_MITOCHONDRIAL_GENE_EXPRESSION
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,1.2548272132411406e-9,6.198846433411234e-7,4.2939759036144585,22,130,GO:BP,6.394960534304796,kept,NA,NA,pink,Purine Containing Compound Biosynthetic Process,ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/DLAT/DLD/MPC2/MT-ATP8/NME2/OGDH/PDHA1/PDHB/PDHX/SDHD,22,6.198846433411234e-7,GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_CELLULAR_RESPIRATION,4.896084176139041e-9,1.5586141977899223e-6,3.5437840748468736,25,179,GO:BP,5.231191222570533,kept,NA,NA,pink,Cellular Respiration,ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/COQ10B/DLAT/DLD/MFN2/MPC2/MT-ATP8/NDUFA4/OGDH/PDHA1/PDHB/PDHX/PFKFB2/SDHD,25,1.5586141977899223e-6,GOBP_CELLULAR_RESPIRATION
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,6.310178938420738e-9,1.5586141977899223e-6,3.9589848756729045,22,141,GO:BP,5.770491803278689,redundant,GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.7934131736526946,pink,Nucleoside Phosphate Biosynthetic Process,ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/DLAT/DLD/MPC2/MT-ATP8/NME2/OGDH/PDHA1/PDHB/PDHX/SDHD,22,1.5586141977899223e-6,GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,1.4176023456742732e-8,2.8011822350523636e-6,4.958039052762776,17,87,GO:BP,7.1863636363636365,kept,NA,NA,pink,Proton Transmembrane Transport,ATP1B1/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/MT-ATP8/NDUFA4/SLC25A3/SLC25A5,17,2.8011822350523636e-6,GOBP_PROTON_TRANSMEMBRANE_TRANSPORT
GOBP_MITOCHONDRIAL_TRANSLATION,1.96908051901758e-8,3.242419254648948e-6,7.426388480752277,12,41,GO:BP,11.621175327829043,redundant,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,0.7705882352941177,pink,Mitochondrial Translation,C1QBP/LRPPRC/MRPL13/MRPL21/MRPL50/MRPL54/MRPS15/MRPS18A/MRPS18B/MRPS25/MRPS5/PTCD3,12,3.242419254648948e-6,GOBP_MITOCHONDRIAL_TRANSLATION
