gene,pathway,database,cluster,theme
COX7A2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SLC2A4,carbohydrate derivative metabolic process,GO:BP,C3,Metabolic & Redox Regulation
COX6B1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
UQCRB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
FABP4,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
GLUL,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3,Mitochondrial & Energy Metabolism
COX7C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACADS,monocarboxylic acid catabolic process,GO:BP,C3,Other
CD36,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
GOT1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CKMT2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NDUFB7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5PF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HK1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NDUFV2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
COX5A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MAOA,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3,Mitochondrial & Energy Metabolism
ACO1,tricarboxylic acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
VDAC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MMUT,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
UQCRC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ME2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
GCSH,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CPT2,monocarboxylic acid catabolic process,GO:BP,C3,Other
GPT,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
COX7A1,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
COX7B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5PB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACAT1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5F1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
IVD,monocarboxylic acid catabolic process,GO:BP,C3,Other
MAOB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ALDH4A1,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ERP29,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PRDX3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5F1D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ECHS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
PPIF,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
TSPO,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
SDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
UQCRC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HIBADH,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ACSL1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SHMT2,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
SPR,small molecule biosynthetic process,GO:BP,C3,Other
HMGCL,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ATP5F1C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
LONP1,response to decreased oxygen levels,GO:BP,C3,Other
DLST,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ETFB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HSPA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HADHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ECI1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
LRPPRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACAA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
CRAT,monocarboxylic acid catabolic process,GO:BP,C3,Other
NAMPT,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
TSFM,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
ASPA,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
VDAC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACADSB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MTIF2,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
QARS1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
UQCRFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5PO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
LSS,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
IDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MRPL19,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
TUFM,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
ALDH7A1,modified amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ACADVL,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACOT2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
NDUFV1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
IDH3A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
CPT1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP1A2,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
IDH3G,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
GALK1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ALDH5A1,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NDUFA8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MRPL12,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
PPP5C,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NUBP1,metallo-sulfur cluster assembly,GO:BP,C3,Other
SUCLG1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HCCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SLC16A1,monocarboxylic acid catabolic process,GO:BP,C3,Other
AK2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HADHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
OXCT1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ATP5MF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFV3,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
ATP5F1E,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ATP5ME,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFA6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
UBE2K,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
TIMM10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
GSTO1,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
MRPS25,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPS5,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPS21,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
LACTB,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
CYCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
TFAM,mitochondrial RNA metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SLC25A3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
PLIN5,monocarboxylic acid catabolic process,GO:BP,C3,Other
ANK2,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
OGDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ALDH6A1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
BDH1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SLC25A11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ACY1,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SSBP1,mitochondrial genome maintenance,GO:BP,C3,Mitochondrial & Energy Metabolism
C1QBP,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
PMPCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
GRSF1,mitochondrial RNA metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
TRAP1,reactive oxygen species metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ECH1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
TARDBP,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NNT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
AUH,monocarboxylic acid catabolic process,GO:BP,C3,Other
IDI1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
COX17,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
ENDOG,response to decreased oxygen levels,GO:BP,C3,Other
PTGR1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PDK1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PDK2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PPA1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
STK38,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ELAVL1,reactive oxygen species metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ADIPOQ,monocarboxylic acid catabolic process,GO:BP,C3,Other
ETFDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
FXN,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
DECR1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFA5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
TST,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
KYAT1,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NDUFA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HADH,monocarboxylic acid catabolic process,GO:BP,C3,Other
IMMT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
IAH1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
TIMM50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
NADK2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HSD17B12,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
AGK,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
COQ5,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
COA6,respiratory chain complex IV assembly,GO:BP,C3,Mitochondrial & Energy Metabolism
IBA57,metallo-sulfur cluster assembly,GO:BP,C3,Other
HIBCH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3,Mitochondrial & Energy Metabolism
MRPL54,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
SLC27A1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
HSDL2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C3,Mitochondrial & Energy Metabolism
TRMT10C,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL21,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
DGLUCY,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MAVS,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
DCXR,monocarboxylic acid catabolic process,GO:BP,C3,Other
GLRX5,metallo-sulfur cluster assembly,GO:BP,C3,Other
ISCA2,metallo-sulfur cluster assembly,GO:BP,C3,Other
SLC25A42,modified amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
LDHD,monocarboxylic acid catabolic process,GO:BP,C3,Other
ECHDC2,monocarboxylic acid catabolic process,GO:BP,C3,Other
NAXD,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HSCB,metallo-sulfur cluster assembly,GO:BP,C3,Other
ADHFE1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SUPV3L1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MICU2,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
GPD1L,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
CHCHD4,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
CBR4,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SMIM20,respiratory chain complex IV assembly,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL50,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
RDH13,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SCCPDH,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
NAXE,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CHDH,modified amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MCU,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
ABHD11,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PPTC7,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
COQ8A,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
NUBPL,metallo-sulfur cluster assembly,GO:BP,C3,Other
PNPT1,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
GPT2,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SCFD1,response to decreased oxygen levels,GO:BP,C3,Other
RTN4IP1,ketone biosynthetic process,GO:BP,C3,Other
THAP4,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HSD17B8,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
CPT1B,monocarboxylic acid catabolic process,GO:BP,C3,Other
GCDH,monocarboxylic acid catabolic process,GO:BP,C3,Other
FAM162A,response to decreased oxygen levels,GO:BP,C3,Other
SLC25A46,respiratory chain complex IV assembly,GO:BP,C3,Mitochondrial & Energy Metabolism
FGGY,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ACSF2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ECHDC3,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL38,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL53,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
DNAJA3,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PTCD3,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
CHMP6,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SUCLG2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MCEE,monocarboxylic acid catabolic process,GO:BP,C3,Other
MCCC1,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
PCYT2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PLIN2,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
PHB2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SDHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
HSD17B10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
DMAC2L,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
ACO2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
COQ7,ketone biosynthetic process,GO:BP,C3,Other
SLC29A1,response to decreased oxygen levels,GO:BP,C3,Other
MICU1,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
TACO1,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
AARSD1,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
DHRS4,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ABHD6,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MECR,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
TIMM21,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
NUDT9,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HINT2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
TMEM120A,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
BCL2L13,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HDHD5,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL13,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL9,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL4,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL1,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
BCO2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL37,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
SLIRP,mitochondrial RNA metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
EGLN1,response to decreased oxygen levels,GO:BP,C3,Other
PCBD2,amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
EHD4,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PPA2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MRPL46,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
GHITM,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
FN3K,carbohydrate derivative metabolic process,GO:BP,C3,Metabolic & Redox Regulation
OPA3,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
DCTPP1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PTGES2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ACAD9,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
SFXN1,mitochondrial transmembrane transport,GO:BP,C3,Mitochondrial & Energy Metabolism
L2HGDH,2-oxoglutarate metabolic process,GO:BP,C3,Metabolic & Redox Regulation
RDH14,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MCCC2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SARS2,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
ACOT13,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL40,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
TIGAR,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ACSS2,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
IARS2,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
SIRT3,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
ACSS1,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
PANK4,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
TMLHE,modified amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MRPS18A,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
OXSM,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
MRPL22,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
NDUFB11,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SIRT5,ketone biosynthetic process,GO:BP,C3,Other
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
NDUFA13,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
DPM3,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
WARS2,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
NDUFA12,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
ATP5IF1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
AK3,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
SLC25A13,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
STOML2,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ACAD8,lipid metabolic process,GO:BP,C3,Mitochondrial & Energy Metabolism
NFU1,metallo-sulfur cluster assembly,GO:BP,C3,Other
BCS1L,respiratory chain complex IV assembly,GO:BP,C3,Mitochondrial & Energy Metabolism
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
GSTK1,modified amino acid metabolic process,GO:BP,C3,Metabolic & Redox Regulation
COA3,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
COQ6,ketone biosynthetic process,GO:BP,C3,Other
ACOT9,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
FIS1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SAMM50,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
MRPS18B,mitochondrial translation,GO:BP,C3,Mitochondrial & Energy Metabolism
NFS1,phosphate-containing compound metabolic process,GO:BP,C3,Metabolic & Redox Regulation
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
CHCHD2,response to decreased oxygen levels,GO:BP,C3,Other
NDUFB9,monoatomic ion transport,GO:BP,C3,Intracellular Transport & Signaling
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C3,Mitochondrial & Energy Metabolism
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C3,Mitochondrial & Energy Metabolism
SMTNL1,regulation of tube size,GO:BP,C4,Other
PSMD9,HALLMARK_HEME_METABOLISM,Hallmark,C4,Immune & Complement
PGRMC1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4,Metabolic & Redox Regulation
FBP2,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
PDXK,aldehyde metabolic process,GO:BP,C4,Metabolic & Redox Regulation
GAPDHS,HALLMARK_GLYCOLYSIS,Hallmark,C4,Metabolic & Redox Regulation
